strategy,split_id,family,family_label,block_name,n_features,features,params_json,threshold,random_state,train_roc_auc,train_pr_auc,train_balanced_accuracy,train_f1,train_brier,train_sensitivity,train_specificity,train_tn,train_fp,train_fn,train_tp,val_roc_auc,val_pr_auc,val_balanced_accuracy,val_f1,val_brier,val_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp,test_roc_auc,test_pr_auc,test_balanced_accuracy,test_f1,test_brier,test_sensitivity,test_specificity,test_tn,test_fp,test_fn,test_tp,prediction_path
by_image,holdout_O012791,random_forest,Random Forest,B3_context_ae,18,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3,ae4,ae5,ae0","{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",0.508329822248095,214,0.9997420353701264,0.9997078191407527,0.9907540361942728,0.9898173001991515,0.008990026835875265,0.9958359467558715,0.9856721256326743,64460,937,239,57157,0.9986657396240679,0.9853193841004948,0.9877604840740968,0.8995327102803738,0.01321956583738374,0.9935483870967742,0.9819725810514195,27290,501,15,2310,0.827722321282198,0.7765201846864241,0.6636924048362683,0.6390361942027493,0.22507913754957284,0.8763886273771417,0.4509961822953949,15121,18407,2626,18618,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O012791/random_forest__B3_context_ae__test_predictions.csv
by_image,holdout_O012791,hist_gradient_boosting,HistGradientBoosting,B3_context_ae,18,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3,ae4,ae5,ae0","{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""min_samples_leaf"": 100}",0.3858357469957761,214,0.9999126269588975,0.9999000969191006,0.9938087206036541,0.9930629530515213,0.004362317805054266,0.9989023625339745,0.9887150786733336,64659,738,63,57333,0.9989340557765471,0.9846779436012826,0.9905466262575143,0.9215139442231076,0.008355911348775657,0.9948387096774194,0.9862545428376093,27409,382,12,2313,0.8954666403260504,0.8046494451094809,0.8284806571460367,0.7885186824302965,0.15563777472579493,0.8806251176802862,0.7763361966117872,26029,7499,2536,18708,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O012791/hist_gradient_boosting__B3_context_ae__test_predictions.csv
by_image,holdout_O013257,logistic_regression,Logistic Regression,B0_base,5,"SD,NDAI,AF,AN,BF","{""C"": 0.1}",0.329695334208795,214,0.9241558465394836,0.939856630481802,0.8722066736166914,0.884103726040634,0.1004283699019422,0.8841700128292708,0.8602433344041118,42847,6961,6952,53067,0.9813332387773916,0.4570824548874413,0.954881529284763,0.39417309340188517,0.043912206650477216,0.9623430962343096,0.9474199623352165,25154,1396,18,460,0.7313871210566971,0.6363427111533638,0.7095520491882771,0.5896139996209488,0.15896961223989725,0.45598006644518274,0.9631240319313714,48501,1857,11135,9333,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O013257/logistic_regression__B0_base__test_predictions.csv
by_image,holdout_O013257,random_forest,Random Forest,B0_base,5,"SD,NDAI,AF,AN,BF","{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",0.5692295352716483,214,0.9974251906239969,0.9978641534830796,0.971075454512485,0.973219964516453,0.02171028345163457,0.9687932154817641,0.9733576935432059,48481,1327,1873,58146,0.9928233616213192,0.7883146047935935,0.9610535895799353,0.5446910617876425,0.02798073964631166,0.9497907949790795,0.9723163841807909,25815,735,24,454,0.961579895452954,0.8760888114288758,0.8678541329443701,0.8170321035695577,0.0702824379350823,0.8001270275552081,0.9355812383335319,47114,3244,4091,16377,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O013257/random_forest__B0_base__test_predictions.csv
by_image,holdout_O013257,hist_gradient_boosting,HistGradientBoosting,B0_base,5,"SD,NDAI,AF,AN,BF","{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""min_samples_leaf"": 100}",0.49109551169110655,214,0.99584767827055,0.9964998885611083,0.9661229439781162,0.9694989106753813,0.025142207141692904,0.9712757626751529,0.9609701252810794,47864,1944,1724,58295,0.9939461346319016,0.8734631475990506,0.9585865462654343,0.5050055617352615,0.0264729523539062,0.9497907949790795,0.9673822975517891,25684,866,24,454,0.9605542626306298,0.8716315130730555,0.8696421515247681,0.8155687447883455,0.0761545064813636,0.8123412155559898,0.9269430874935463,46679,3679,3841,16627,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O013257/hist_gradient_boosting__B0_base__test_predictions.csv
by_image,holdout_O013257,logistic_regression,Logistic Regression,B1_engineered,10,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range","{""C"": 0.1}",0.36319597640242357,214,0.9396895812872662,0.9538975819413084,0.8700123516205627,0.8827335321135207,0.0926244583729087,0.8854029557306853,0.8546217475104401,42567,7241,6878,53141,0.9820287765249116,0.6689790404699065,0.9443766793529222,0.3629807692307692,0.03817972609790264,0.9476987447698745,0.9410546139359699,24985,1565,25,453,0.7253196708984038,0.6377007469031701,0.6973301326659802,0.5668981107702245,0.16172573706358223,0.4288157123314442,0.9658445530005163,48638,1720,11691,8777,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O013257/logistic_regression__B1_engineered__test_predictions.csv
by_image,holdout_O013257,random_forest,Random Forest,B1_engineered,10,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range","{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 50}",0.5245455775715356,214,0.9904418697316681,0.9916119082175499,0.9481145260875121,0.9522597711348664,0.03892890918734736,0.9476665722521201,0.948562479922904,47246,2562,3141,56878,0.9937791645982554,0.8774381332496093,0.9625909115980742,0.5207977207977208,0.03310324191408676,0.9560669456066946,0.9691148775894539,25730,820,21,457,0.9580147476877751,0.8555008440925733,0.8511750802693209,0.7944110773251577,0.07275824202133031,0.7722298221614227,0.9301203383772191,46839,3519,4662,15806,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O013257/random_forest__B1_engineered__test_predictions.csv
by_image,holdout_O013257,hist_gradient_boosting,HistGradientBoosting,B1_engineered,10,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range","{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_depth"": null, ""min_samples_leaf"": 100}",0.5814385580843116,214,0.993940334075171,0.9947328066882242,0.9591288355646368,0.9618473220885693,0.02933149921701985,0.9539145937119912,0.9643430774172823,48032,1776,2766,57253,0.9944553183777352,0.8798553342917201,0.9611837615929524,0.5843568196509373,0.024833530020001597,0.9456066945606695,0.9767608286252354,25933,617,26,452,0.960635514461424,0.8667183825042668,0.8476266430307018,0.7932394366197183,0.07395669738577405,0.7566933750244283,0.9385599110369752,47264,3094,4980,15488,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O013257/hist_gradient_boosting__B1_engineered__test_predictions.csv
by_image,holdout_O013257,logistic_regression,Logistic Regression,B2_context,15,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3","{""C"": 0.1}",0.42975099414386314,214,0.9519900104232438,0.9551068679517087,0.8941960994327918,0.9001045980628098,0.0802558839230742,0.8817707725886802,0.9066214262769033,45157,4651,7096,52923,0.9852377687949634,0.7501932060975224,0.963465790448274,0.5520581113801453,0.026649888014554292,0.9539748953974896,0.9729566854990583,25832,718,22,456,0.7643491391940527,0.6954929391303315,0.6803586865240501,0.5326153636425601,0.15616635458517744,0.38176666015243305,0.978950712895667,49298,1060,12654,7814,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O013257/logistic_regression__B2_context__test_predictions.csv
by_image,holdout_O013257,random_forest,Random Forest,B2_context,15,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3","{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",0.47422839359202007,214,0.9989918433688844,0.9991608927393363,0.9816950839202343,0.984312138059794,0.015194553217044836,0.9926023425915127,0.970787825248956,48353,1455,444,59575,0.9975288592613605,0.9224335564881728,0.977930406826939,0.5793699814700433,0.017471053575283804,0.9811715481171548,0.9746892655367232,25878,672,9,469,0.9713682047483927,0.8997812694744398,0.9005271503639957,0.8583284514743215,0.060256448567930256,0.8589994137189759,0.9420548870090154,47440,2918,2886,17582,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/isolated_merged/results/part3/predictions/by_image/holdout_O013257/random_forest__B2_context__test_predictions.csv
