strategy,split_id,family,family_label,block_name,n_features,features,params_json,threshold,random_state,train_roc_auc,train_pr_auc,train_balanced_accuracy,train_f1,train_brier,train_sensitivity,train_specificity,train_tn,train_fp,train_fn,train_tp,val_roc_auc,val_pr_auc,val_balanced_accuracy,val_f1,val_brier,val_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp,test_roc_auc,test_pr_auc,test_balanced_accuracy,test_f1,test_brier,test_sensitivity,test_specificity,test_tn,test_fp,test_fn,test_tp
spatial_within_image,O013257_x_gt_q80,hist_gradient_boosting,HistGradientBoosting,B3_context_ae,18,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3,ae4,ae5,ae0","{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""min_samples_leaf"": 100}",0.08271407534117509,214,0.9999044075781259,0.9998138157952483,0.9714577132729157,0.9483837803513653,0.005552795772020157,1.0,0.9429154265458315,28196,1707,0,15682,0.9999534937186528,0.9998646706877582,0.9987651596303457,0.9974520129098012,0.006167600651373172,0.9989792446410344,0.9985510746196571,8270,12,3,2936,0.9971773561723912,0.9798210543027542,0.9707400496834773,0.8423217550274223,0.01675110140724676,0.9978343259339469,0.9436457734330075,11487,686,4,1843
spatial_within_image,O013490_x_gt_q80,hist_gradient_boosting,HistGradientBoosting,B3_context_ae,18,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3,ae4,ae5,ae0","{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""min_samples_leaf"": 100}",0.4233145053557682,214,1.0,1.0,1.0,1.0,1.898543814358291e-07,1.0,1.0,15318,0,0,37686,0.999559160709932,0.9946482102332829,0.9971446970430415,0.9740376007162042,0.0041045719316184625,0.9990817263544536,0.9952076677316294,11837,57,1,1088,0.9989522335294915,0.9637870362886087,0.9854843756613842,0.8989412897016362,0.005461458177623328,0.9769874476987448,0.9939813036240236,15524,94,11,467
