seed,split_id,test_roc_auc,test_pr_auc,test_balanced_accuracy
214,holdout_O012791,0.8957098279993249,0.8035913965171492,0.8296945808236629
214,holdout_O013257,0.9780097028240471,0.9271820447366192,0.9301690253462365
214,holdout_O013490,0.9890489939308389,0.9847435771173477,0.9411708585454184
215,holdout_O012791,0.8957098279993249,0.8035913965171492,0.8296945808236629
215,holdout_O013257,0.9780097028240471,0.9271820447366192,0.9301690253462365
215,holdout_O013490,0.9890489939308389,0.9847435771173477,0.9411708585454184
216,holdout_O012791,0.8957098279993249,0.8035913965171492,0.8296945808236629
216,holdout_O013257,0.9780097028240471,0.9271820447366192,0.9301690253462365
216,holdout_O013490,0.9890489939308389,0.9847435771173477,0.9411708585454184
