strategy,split_id,family,family_label,block_name,n_features,features,params_json,threshold,random_state,train_roc_auc,train_pr_auc,train_balanced_accuracy,train_f1,train_brier,train_sensitivity,train_specificity,train_tn,train_fp,train_fn,train_tp,val_roc_auc,val_pr_auc,val_balanced_accuracy,val_f1,val_brier,val_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp,test_roc_auc,test_pr_auc,test_balanced_accuracy,test_f1,test_brier,test_sensitivity,test_specificity,test_tn,test_fp,test_fn,test_tp,prediction_path
by_image,holdout_O012791,hist_gradient_boosting,HistGradientBoosting,B3_context_ae,18,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3,ae4,ae5,ae0","{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""min_samples_leaf"": 100}",0.46742032582867177,214,0.9999067815221641,0.9998932367072878,0.9949545407623758,0.9944021592911138,0.004430588677996592,0.9981357585894487,0.9917733229353028,64859,538,107,57289,0.9989110267383693,0.9837330063551339,0.9916432603887002,0.9308125502815768,0.008605211290178598,0.995268817204301,0.9880177035730993,27458,333,11,2314,0.8957098279993249,0.8035913965171492,0.8296945808236629,0.7900238948626045,0.1541359535469576,0.8715401995857653,0.7878489620615605,26415,7113,2729,18515,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/results/part3/predictions/by_image/holdout_O012791/hist_gradient_boosting__B3_context_ae__test_predictions.csv
by_image,holdout_O013257,hist_gradient_boosting,HistGradientBoosting,B3_context_ae,18,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3,ae4,ae5,ae0","{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""min_samples_leaf"": 100}",0.1313985901539261,214,0.9998975960723049,0.9999153695760523,0.9817904910205997,0.985093983419519,0.004622755740303867,0.9998000633132841,0.9637809187279152,48004,1804,12,60007,0.9981230645580691,0.939660347162395,0.9799573710296354,0.561570493753718,0.00879210036376837,0.9874476987447699,0.972467043314501,25819,731,6,472,0.9780097028240471,0.9271820447366192,0.9301690253462365,0.8886328363824484,0.05987759734034849,0.9231483290990815,0.9371897215933913,47195,3163,1573,18895,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/results/part3/predictions/by_image/holdout_O013257/hist_gradient_boosting__B3_context_ae__test_predictions.csv
by_image,holdout_O013490,hist_gradient_boosting,HistGradientBoosting,B3_context_ae,18,"SD,NDAI,AF,AN,BF,ndai_x_sd,af_df_gap,front_back_ratio,rad_cv,rad_range,local_SD_mean3,local_NDAI_std3,local_SD_std3,local_rad_std_std3,local_rad_mean_std3,ae4,ae5,ae0","{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""min_samples_leaf"": 100}",0.36776248698480307,214,0.9986364457826049,0.9978825108469855,0.9759858574283277,0.96536728173856,0.015996839771808238,0.9967389941051047,0.9552327207515506,58060,2721,130,39735,0.9976671317718468,0.9717267835637645,0.9808752257033315,0.8639924044623783,0.01318653878280082,0.9853817000541418,0.9763687513525211,22559,546,27,1820,0.9890489939308389,0.9847435771173477,0.9411708585454184,0.939260822617061,0.04247879406813379,0.9750337553817543,0.9073079617090825,38860,3970,980,38273,/Users/jayding/Desktop/DUKE/YY/歪歪长官的任务/Stat 214/stat-214-local/lab2/results/part3/predictions/by_image/holdout_O013490/hist_gradient_boosting__B3_context_ae__test_predictions.csv
