feature,auc,auc_separation,mutual_info,cohen_d,abs_cohen_d,rank_score
ae4,0.8965218073942257,0.8965218073942257,0.3056121164869692,1.711516261100769,1.711516261100769,1.0
ae5,0.13323877849104135,0.8667612215089586,0.23020118556485292,-1.503272533416748,1.503272533416748,2.0
ae0,0.15486607719296805,0.8451339228070319,0.21607586545984092,-1.2444456815719604,1.2444456815719604,3.0
ae3,0.2012111138646836,0.7987888861353164,0.1592374989102745,-1.0092743635177612,1.0092743635177612,4.5
ae1,0.7785416239264524,0.7785416239264524,0.17423748905370995,0.9283768534660339,0.9283768534660339,4.5
ae7,0.3893987483834761,0.6106012516165239,0.07428138014457919,-0.5863250494003296,0.5863250494003296,6.5
ae6,0.5731769142354741,0.5731769142354741,0.08550766760713024,0.2945516109466553,0.2945516109466553,6.5
ae2,0.4817750187270685,0.5182249812729315,0.04582961689900489,-0.15354125201702118,0.15354125201702118,8.0
